label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
grass,1055,2406,286,423,imgs-00082.jpg,2160,3840
grass,335,2278,237,222,imgs-00082.jpg,2160,3840
grass,625,2026,220,105,imgs-00082.jpg,2160,3840
grass,40,3169,592,562,imgs-00082.jpg,2160,3840
grass,751,2936,468,904,imgs-00082.jpg,2160,3840
grass,1110,2305,177,83,imgs-00082.jpg,2160,3840
grass,1687,2583,473,233,imgs-00082.jpg,2160,3840
grass,1469,1708,96,77,imgs-00082.jpg,2160,3840
crop,820,1604,508,389,imgs-00082.jpg,2160,3840
crop,0,1232,194,1124,imgs-00082.jpg,2160,3840
crop,298,1523,346,633,imgs-00082.jpg,2160,3840
crop,674,2175,365,353,imgs-00082.jpg,2160,3840
crop,1294,1738,523,994,imgs-00082.jpg,2160,3840
crop,1202,2754,857,1086,imgs-00082.jpg,2160,3840
crop,801,1590,347,397,imgs-00083.jpg,2160,3840
crop,15,1331,713,339,imgs-00083.jpg,2160,3840
crop,576,2215,368,306,imgs-00083.jpg,2160,3840
crop,1043,2720,849,1003,imgs-00083.jpg,2160,3840
crop,1200,1818,639,831,imgs-00083.jpg,2160,3840
crop,3,2512,400,678,imgs-00083.jpg,2160,3840
grass,10,3242,486,598,imgs-00083.jpg,2160,3840
grass,553,3430,475,410,imgs-00083.jpg,2160,3840
grass,995,2314,182,363,imgs-00083.jpg,2160,3840
grass,490,2033,275,145,imgs-00083.jpg,2160,3840
grass,147,2336,188,120,imgs-00083.jpg,2160,3840
grass,919,3127,112,221,imgs-00083.jpg,2160,3840
grass,755,2612,212,114,imgs-00083.jpg,2160,3840
crop,229,1704,321,489,imgs-00083.jpg,2160,3840
grass,0,3291,444,549,imgs-00084.jpg,2160,3840
grass,474,3547,471,274,imgs-00084.jpg,2160,3840
grass,850,2612,321,260,imgs-00084.jpg,2160,3840
grass,929,2337,191,228,imgs-00084.jpg,2160,3840
grass,1615,2614,235,242,imgs-00084.jpg,2160,3840
grass,41,2356,403,201,imgs-00084.jpg,2160,3840
grass,400,2057,274,184,imgs-00084.jpg,2160,3840
crop,152,1599,334,614,imgs-00084.jpg,2160,3840
crop,443,1654,309,390,imgs-00084.jpg,2160,3840
crop,1167,1863,523,840,imgs-00084.jpg,2160,3840
grass,810,3092,236,281,imgs-00084.jpg,2160,3840
crop,4,2654,766,620,imgs-00084.jpg,2160,3840
crop,754,1946,350,342,imgs-00084.jpg,2160,3840
crop,0,1352,724,212,imgs-00084.jpg,2160,3840
grass,742,2408,306,509,imgs-00085.jpg,2160,3840
grass,0,3472,482,363,imgs-00085.jpg,2160,3840
grass,1460,2609,317,269,imgs-00085.jpg,2160,3840
crop,630,1667,448,399,imgs-00085.jpg,2160,3840
grass,292,2113,258,139,imgs-00085.jpg,2160,3840
crop,1034,1895,527,786,imgs-00085.jpg,2160,3840
crop,0,1573,302,699,imgs-00085.jpg,2160,3840
crop,278,1594,371,508,imgs-00085.jpg,2160,3840
crop,62,2521,680,953,imgs-00085.jpg,2160,3840
crop,821,2728,885,898,imgs-00085.jpg,2160,3840
crop,1922,2728,238,653,imgs-00085.jpg,2160,3840
crop,541,1720,550,347,imgs-00086.jpg,2160,3840
crop,246,1624,282,489,imgs-00086.jpg,2160,3840
crop,889,2691,580,807,imgs-00086.jpg,2160,3840
crop,991,1863,614,790,imgs-00086.jpg,2160,3840
grass,240,2129,273,167,imgs-00086.jpg,2160,3840
grass,673,2412,288,229,imgs-00086.jpg,2160,3840
grass,537,2654,323,236,imgs-00086.jpg,2160,3840
grass,647,3055,176,560,imgs-00086.jpg,2160,3840
grass,0,3435,275,405,imgs-00086.jpg,2160,3840
grass,1527,2713,163,182,imgs-00086.jpg,2160,3840
grass,1729,3154,187,371,imgs-00086.jpg,2160,3840
grass,1130,1808,55,49,imgs-00086.jpg,2160,3840
crop,467,1711,429,421,imgs-00087.jpg,2160,3840
crop,931,1876,477,917,imgs-00087.jpg,2160,3840
crop,0,2497,544,1130,imgs-00087.jpg,2160,3840
crop,807,2820,675,932,imgs-00087.jpg,2160,3840
crop,113,1423,308,763,imgs-00087.jpg,2160,3840
grass,583,2483,203,519,imgs-00087.jpg,2160,3840
grass,1873,2532,287,263,imgs-00087.jpg,2160,3840
grass,1602,3190,227,398,imgs-00087.jpg,2160,3840
grass,600,3374,145,252,imgs-00087.jpg,2160,3840
grass,10,3677,551,163,imgs-00087.jpg,2160,3840
grass,48,2230,338,122,imgs-00087.jpg,2160,3840
crop,409,1724,461,420,imgs-00088.jpg,2160,3840
crop,27,1773,339,425,imgs-00088.jpg,2160,3840
crop,798,1960,584,792,imgs-00088.jpg,2160,3840
grass,29,2239,315,113,imgs-00088.jpg,2160,3840
grass,405,2717,372,328,imgs-00088.jpg,2160,3840
grass,575,2480,197,203,imgs-00088.jpg,2160,3840
grass,1212,2789,318,167,imgs-00088.jpg,2160,3840
grass,440,3200,175,589,imgs-00088.jpg,2160,3840
grass,1557,3188,181,372,imgs-00088.jpg,2160,3840
grass,1686,2602,236,195,imgs-00088.jpg,2160,3840
crop,299,1730,491,428,imgs-00089.jpg,2160,3840
grass,360,2516,320,529,imgs-00089.jpg,2160,3840
grass,32,2222,165,178,imgs-00089.jpg,2160,3840
grass,1176,2645,290,318,imgs-00089.jpg,2160,3840
grass,339,3285,226,413,imgs-00089.jpg,2160,3840
grass,1487,3413,250,276,imgs-00089.jpg,2160,3840
grass,1629,2518,228,261,imgs-00089.jpg,2160,3840
grass,1439,2343,216,148,imgs-00089.jpg,2160,3840
crop,672,1987,558,776,imgs-00089.jpg,2160,3840
crop,105,2337,346,433,imgs-00089.jpg,2160,3840
crop,563,2754,754,1086,imgs-00089.jpg,2160,3840
crop,1424,2734,736,819,imgs-00089.jpg,2160,3840
crop,1837,2267,323,430,imgs-00089.jpg,2160,3840
crop,0,1443,252,733,imgs-00089.jpg,2160,3840
crop,184,1774,560,439,imgs-00090.jpg,2160,3840
crop,625,2004,645,817,imgs-00090.jpg,2160,3840
crop,1735,2304,318,368,imgs-00090.jpg,2160,3840
crop,18,2377,359,463,imgs-00090.jpg,2160,3840
crop,633,2899,450,602,imgs-00090.jpg,2160,3840
grass,274,2881,329,151,imgs-00090.jpg,2160,3840
grass,425,2559,166,247,imgs-00090.jpg,2160,3840
grass,271,3074,209,761,imgs-00090.jpg,2160,3840
grass,1399,3305,227,326,imgs-00090.jpg,2160,3840
grass,1108,2657,285,312,imgs-00090.jpg,2160,3840
grass,1568,2610,403,263,imgs-00090.jpg,2160,3840
grass,1962,3537,198,297,imgs-00090.jpg,2160,3840
grass,812,1880,72,72,imgs-00090.jpg,2160,3840
crop,0,1499,153,754,imgs-00090.jpg,2160,3840
crop,147,1839,435,375,imgs-00091.jpg,2160,3840
grass,217,2612,358,519,imgs-00091.jpg,2160,3840
grass,1047,2679,281,350,imgs-00091.jpg,2160,3840
grass,190,3232,213,511,imgs-00091.jpg,2160,3840
crop,600,2024,502,843,imgs-00091.jpg,2160,3840
crop,469,2914,689,915,imgs-00091.jpg,2160,3840
crop,1381,2737,656,979,imgs-00091.jpg,2160,3840
crop,1576,2343,530,343,imgs-00091.jpg,2160,3840
grass,1234,2401,315,139,imgs-00091.jpg,2160,3840
grass,1196,3244,171,514,imgs-00091.jpg,2160,3840
grass,32,2965,161,82,imgs-00091.jpg,2160,3840
grass,34,3577,144,137,imgs-00091.jpg,2160,3840
grass,5,2331,106,130,imgs-00091.jpg,2160,3840
grass,735,1934,60,65,imgs-00091.jpg,2160,3840
grass,88,2765,302,442,imgs-00092.jpg,2160,3840
grass,943,2710,241,356,imgs-00092.jpg,2160,3840
grass,76,3335,190,454,imgs-00092.jpg,2160,3840
grass,1040,3363,432,453,imgs-00092.jpg,2160,3840
grass,1397,2735,372,230,imgs-00092.jpg,2160,3840
grass,1268,2449,158,127,imgs-00092.jpg,2160,3840
grass,267,2628,164,124,imgs-00092.jpg,2160,3840
crop,0,1873,400,375,imgs-00092.jpg,2160,3840
crop,430,2145,604,803,imgs-00092.jpg,2160,3840
crop,270,2940,775,887,imgs-00092.jpg,2160,3840
crop,1240,2837,808,840,imgs-00092.jpg,2160,3840
crop,1444,2369,714,417,imgs-00092.jpg,2160,3840
crop,0,1934,288,335,imgs-00093.jpg,2160,3840
grass,0,2697,333,606,imgs-00093.jpg,2160,3840
grass,877,2798,242,341,imgs-00093.jpg,2160,3840
grass,1278,2727,363,289,imgs-00093.jpg,2160,3840
grass,1082,3507,291,333,imgs-00093.jpg,2160,3840
grass,1816,3589,344,251,imgs-00093.jpg,2160,3840
grass,0,3462,206,337,imgs-00093.jpg,2160,3840
crop,355,2175,680,811,imgs-00093.jpg,2160,3840
crop,1343,2344,817,563,imgs-00093.jpg,2160,3840
crop,1086,2892,1021,837,imgs-00093.jpg,2160,3840
crop,234,2957,960,827,imgs-00093.jpg,2160,3840
grass,566,2002,43,69,imgs-00093.jpg,2160,3840
grass,1,2795,285,483,imgs-00094.jpg,2160,3840
grass,789,2819,247,371,imgs-00094.jpg,2160,3840
grass,1858,3490,302,350,imgs-00094.jpg,2160,3840
grass,1257,2768,248,297,imgs-00094.jpg,2160,3840
grass,1989,2696,171,471,imgs-00094.jpg,2160,3840
grass,857,3384,350,366,imgs-00094.jpg,2160,3840
crop,211,2230,758,873,imgs-00094.jpg,2160,3840
crop,9,2005,423,399,imgs-00094.jpg,2160,3840
crop,1248,2375,787,551,imgs-00094.jpg,2160,3840
crop,936,2940,962,858,imgs-00094.jpg,2160,3840
crop,56,3048,852,786,imgs-00094.jpg,2160,3840
grass,673,2956,248,322,imgs-00095.jpg,2160,3840
grass,1157,2801,333,284,imgs-00095.jpg,2160,3840
grass,12,2874,189,439,imgs-00095.jpg,2160,3840
grass,1055,2570,120,118,imgs-00095.jpg,2160,3840
grass,763,2751,83,146,imgs-00095.jpg,2160,3840
grass,1933,2849,227,370,imgs-00095.jpg,2160,3840
grass,1751,3562,409,278,imgs-00095.jpg,2160,3840
grass,944,3576,213,163,imgs-00095.jpg,2160,3840
grass,799,3390,117,126,imgs-00095.jpg,2160,3840
grass,520,3168,178,117,imgs-00095.jpg,2160,3840
grass,921,2887,182,115,imgs-00095.jpg,2160,3840
grass,207,2461,55,69,imgs-00095.jpg,2160,3840
grass,18,2768,89,63,imgs-00095.jpg,2160,3840
grass,56,3691,123,94,imgs-00095.jpg,2160,3840
grass,14,3565,192,64,imgs-00095.jpg,2160,3840
grass,273,3172,94,199,imgs-00095.jpg,2160,3840
crop,197,2300,546,765,imgs-00095.jpg,2160,3840
crop,1004,3047,456,648,imgs-00095.jpg,2160,3840
crop,156,3127,709,687,imgs-00095.jpg,2160,3840
grass,8,3166,223,155,imgs-00096.jpg,2160,3840
grass,646,2964,214,326,imgs-00096.jpg,2160,3840
grass,479,3151,152,239,imgs-00096.jpg,2160,3840
grass,6,2750,117,369,imgs-00096.jpg,2160,3840
grass,940,2919,474,154,imgs-00096.jpg,2160,3840
grass,981,2601,121,120,imgs-00096.jpg,2160,3840
grass,1223,2794,199,105,imgs-00096.jpg,2160,3840
grass,1888,2818,272,388,imgs-00096.jpg,2160,3840
grass,1732,3523,428,317,imgs-00096.jpg,2160,3840
grass,734,3398,108,134,imgs-00096.jpg,2160,3840
grass,924,3581,241,247,imgs-00096.jpg,2160,3840
grass,15,3368,126,146,imgs-00096.jpg,2160,3840
crop,14,3109,647,731,imgs-00096.jpg,2160,3840
crop,0,2062,235,254,imgs-00096.jpg,2160,3840
crop,90,2350,568,790,imgs-00096.jpg,2160,3840
crop,1123,2432,873,548,imgs-00096.jpg,2160,3840
crop,791,3041,1104,729,imgs-00096.jpg,2160,3840
crop,21,2334,588,784,imgs-00097.jpg,2160,3840
crop,0,3147,645,677,imgs-00097.jpg,2160,3840
crop,837,3013,981,825,imgs-00097.jpg,2160,3840
crop,1201,2401,704,476,imgs-00097.jpg,2160,3840
grass,582,2901,269,396,imgs-00097.jpg,2160,3840
grass,1861,3387,299,418,imgs-00097.jpg,2160,3840
grass,1861,2979,299,294,imgs-00097.jpg,2160,3840
grass,1025,2863,371,138,imgs-00097.jpg,2160,3840
grass,690,3363,134,420,imgs-00097.jpg,2160,3840
grass,358,3176,216,192,imgs-00097.jpg,2160,3840
grass,911,2583,168,170,imgs-00097.jpg,2160,3840
grass,314,3209,406,150,imgs-00098.jpg,2160,3840
grass,478,2904,198,289,imgs-00098.jpg,2160,3840
grass,810,2929,478,266,imgs-00098.jpg,2160,3840
grass,1817,3042,343,787,imgs-00098.jpg,2160,3840
grass,595,3446,239,387,imgs-00098.jpg,2160,3840
grass,10,2931,132,453,imgs-00098.jpg,2160,3840
grass,826,2618,157,155,imgs-00098.jpg,2160,3840
crop,0,2330,680,812,imgs-00098.jpg,2160,3840
crop,745,3084,934,756,imgs-00098.jpg,2160,3840
crop,1034,2456,874,589,imgs-00098.jpg,2160,3840
grass,381,3035,223,359,imgs-00099.jpg,2160,3840
grass,916,2938,278,287,imgs-00099.jpg,2160,3840
grass,1642,2882,397,462,imgs-00099.jpg,2160,3840
grass,1833,3400,327,238,imgs-00099.jpg,2160,3840
crop,0,2383,431,645,imgs-00099.jpg,2160,3840
crop,662,3037,1125,787,imgs-00099.jpg,2160,3840
crop,949,2474,937,571,imgs-00099.jpg,2160,3840
grass,202,3292,175,186,imgs-00099.jpg,2160,3840
grass,778,2655,166,148,imgs-00099.jpg,2160,3840
grass,272,3147,315,272,imgs-00100.jpg,2160,3840
grass,892,2919,291,284,imgs-00100.jpg,2160,3840
grass,605,2943,300,202,imgs-00100.jpg,2160,3840
grass,701,2635,242,154,imgs-00100.jpg,2160,3840
grass,363,3519,244,131,imgs-00100.jpg,2160,3840
grass,1637,3565,294,267,imgs-00100.jpg,2160,3840
grass,1652,3076,412,462,imgs-00100.jpg,2160,3840
grass,1624,2756,247,235,imgs-00100.jpg,2160,3840
crop,1,2232,535,885,imgs-00100.jpg,2160,3840
crop,606,3184,1049,636,imgs-00100.jpg,2160,3840
crop,848,2471,775,610,imgs-00100.jpg,2160,3840
grass,201,3175,350,309,imgs-00101.jpg,2160,3840
grass,698,2897,387,363,imgs-00101.jpg,2160,3840
grass,349,3589,157,120,imgs-00101.jpg,2160,3840
grass,1641,3150,519,690,imgs-00101.jpg,2160,3840
grass,1569,2835,257,255,imgs-00101.jpg,2160,3840
crop,1886,2385,274,601,imgs-00101.jpg,2160,3840
crop,0,2282,326,872,imgs-00101.jpg,2160,3840
crop,0,1976,1596,1864,imgs-00185.jpg,2160,3840
crop,1602,1303,524,614,imgs-00185.jpg,2160,3840
crop,812,1192,360,556,imgs-00185.jpg,2160,3840
crop,293,1254,335,608,imgs-00185.jpg,2160,3840
crop,1797,929,306,345,imgs-00185.jpg,2160,3840
crop,1126,955,221,397,imgs-00185.jpg,2160,3840
grass,1599,2034,561,1806,imgs-00186.jpg,2160,3840
crop,72,1923,1562,1917,imgs-00186.jpg,2160,3840
crop,1738,1276,396,705,imgs-00186.jpg,2160,3840
crop,876,1160,250,375,imgs-00186.jpg,2160,3840
crop,1190,913,243,458,imgs-00186.jpg,2160,3840
crop,1868,927,292,412,imgs-00186.jpg,2160,3840
grass,1305,1584,312,333,imgs-00186.jpg,2160,3840
grass,16,2949,187,872,imgs-00186.jpg,2160,3840
grass,992,2911,233,181,imgs-00186.jpg,2160,3840
grass,1762,2010,398,1830,imgs-00187.jpg,2160,3840
grass,1412,1818,274,594,imgs-00187.jpg,2160,3840
grass,19,2914,280,926,imgs-00187.jpg,2160,3840
crop,1703,1317,457,635,imgs-00187.jpg,2160,3840
crop,183,1958,1579,1882,imgs-00187.jpg,2160,3840
crop,1861,914,299,404,imgs-00187.jpg,2160,3840
crop,124,1894,1900,1946,imgs-00188.jpg,2160,3840
crop,1906,1261,254,611,imgs-00188.jpg,2160,3840
crop,1339,927,260,406,imgs-00188.jpg,2160,3840
crop,212,1824,1830,2016,imgs-00189.jpg,2160,3840
grass,95,2785,1031,967,imgs-00192.jpg,2160,3840
crop,987,1731,1173,2109,imgs-00192.jpg,2160,3840
grass,229,2686,991,1090,imgs-00193.jpg,2160,3840
crop,1272,1696,888,2121,imgs-00193.jpg,2160,3840
crop,2,1632,711,1002,imgs-00193.jpg,2160,3840
crop,1872,1002,288,420,imgs-00193.jpg,2160,3840
crop,101,93,956,1369,imgs-00193.jpg,2160,3840
crop,1663,1655,497,2185,imgs-00194.jpg,2160,3840
crop,300,1689,751,1011,imgs-00194.jpg,2160,3840
grass,99,2769,1390,611,imgs-00194.jpg,2160,3840
grass,1167,2468,308,257,imgs-00194.jpg,2160,3840
grass,714,3414,881,426,imgs-00194.jpg,2160,3840
crop,707,267,1028,1611,imgs-00194.jpg,2160,3840
grass,235,2657,1433,909,imgs-00195.jpg,2160,3840
crop,218,1637,1160,991,imgs-00195.jpg,2160,3840
crop,1127,117,787,1801,imgs-00195.jpg,2160,3840
grass,404,2570,1305,1171,imgs-00196.jpg,2160,3840
crop,631,1556,723,1061,imgs-00196.jpg,2160,3840
crop,1191,58,886,1946,imgs-00196.jpg,2160,3840
grass,556,2500,1305,950,imgs-00197.jpg,2160,3840
crop,690,1602,932,880,imgs-00197.jpg,2160,3840
crop,1266,0,894,1900,imgs-00197.jpg,2160,3840
grass,719,2552,1441,1288,imgs-00198.jpg,2160,3840
crop,864,1597,1037,892,imgs-00198.jpg,2160,3840
crop,37,2442,623,1212,imgs-00198.jpg,2160,3840
crop,1686,134,474,1725,imgs-00198.jpg,2160,3840
grass,1191,2669,969,892,imgs-00199.jpg,2160,3840
grass,591,2331,548,775,imgs-00199.jpg,2160,3840
crop,1057,1612,679,907,imgs-00199.jpg,2160,3840
crop,1894,43,266,1751,imgs-00199.jpg,2160,3840
crop,205,1758,497,799,imgs-00199.jpg,2160,3840
crop,25,2553,566,920,imgs-00199.jpg,2160,3840
crop,549,1229,219,471,imgs-00199.jpg,2160,3840
grass,1074,2418,1086,1352,imgs-00200.jpg,2160,3840
grass,2,3193,373,647,imgs-00200.jpg,2160,3840
grass,859,2109,379,309,imgs-00200.jpg,2160,3840
grass,725,2447,141,117,imgs-00200.jpg,2160,3840
grass,912,2763,147,288,imgs-00200.jpg,2160,3840
crop,264,1673,594,771,imgs-00200.jpg,2160,3840
crop,1232,1530,586,927,imgs-00200.jpg,2160,3840
crop,1707,1346,453,671,imgs-00200.jpg,2160,3840
crop,12,2291,972,1301,imgs-00200.jpg,2160,3840
crop,132,1762,290,330,imgs-00201.jpg,2160,3840
grass,16,2108,175,209,imgs-00201.jpg,2160,3840
grass,793,2296,322,194,imgs-00201.jpg,2160,3840
grass,1036,2100,209,180,imgs-00201.jpg,2160,3840
grass,1108,2540,411,410,imgs-00201.jpg,2160,3840
grass,74,3106,505,495,imgs-00201.jpg,2160,3840
grass,1667,2510,493,583,imgs-00201.jpg,2160,3840
grass,1971,3158,189,269,imgs-00201.jpg,2160,3840
crop,1379,1471,589,962,imgs-00201.jpg,2160,3840
crop,414,1551,591,764,imgs-00201.jpg,2160,3840
crop,75,2234,1094,1331,imgs-00201.jpg,2160,3840
grass,1145,3598,332,186,imgs-00201.jpg,2160,3840
crop,827,1018,272,516,imgs-00201.jpg,2160,3840
crop,13,919,426,602,imgs-00201.jpg,2160,3840
grass,1488,2411,672,590,imgs-00202.jpg,2160,3840
grass,38,1626,91,96,imgs-00202.jpg,2160,3840
grass,111,1999,200,192,imgs-00202.jpg,2160,3840
grass,1095,2166,334,243,imgs-00202.jpg,2160,3840
grass,356,3010,406,605,imgs-00202.jpg,2160,3840
grass,0,2775,190,219,imgs-00202.jpg,2160,3840
crop,1500,1352,660,1020,imgs-00202.jpg,2160,3840
crop,692,1517,491,742,imgs-00202.jpg,2160,3840
crop,229,1703,472,373,imgs-00202.jpg,2160,3840
crop,185,2102,1334,1339,imgs-00202.jpg,2160,3840
crop,322,2121,1235,1294,imgs-00203.jpg,2160,3840
crop,1540,1334,620,1136,imgs-00203.jpg,2160,3840
crop,419,1667,402,319,imgs-00203.jpg,2160,3840
crop,826,1478,579,721,imgs-00203.jpg,2160,3840
grass,2,2597,339,541,imgs-00203.jpg,2160,3840
grass,1468,2525,648,1141,imgs-00203.jpg,2160,3840
grass,35,2570,499,247,imgs-00204.jpg,2160,3840
grass,1701,2214,459,766,imgs-00204.jpg,2160,3840
grass,730,2910,273,390,imgs-00204.jpg,2160,3840
crop,677,1603,293,311,imgs-00204.jpg,2160,3840
crop,967,1436,622,735,imgs-00204.jpg,2160,3840
crop,482,2060,1283,1192,imgs-00204.jpg,2160,3840
crop,565,1249,750,524,imgs-00217.jpg,2160,3840
crop,233,1815,486,684,imgs-00217.jpg,2160,3840
crop,1099,1908,1041,1877,imgs-00217.jpg,2160,3840
crop,749,1819,486,690,imgs-00217.jpg,2160,3840
crop,1476,1030,644,748,imgs-00217.jpg,2160,3840
crop,2,1495,276,464,imgs-00218.jpg,2160,3840
crop,356,1790,813,705,imgs-00218.jpg,2160,3840
crop,1204,2022,950,1719,imgs-00218.jpg,2160,3840
crop,1582,1067,572,721,imgs-00218.jpg,2160,3840
crop,715,1268,740,477,imgs-00218.jpg,2160,3840
crop,1194,1074,677,818,imgs-00238.jpg,2160,3840
crop,610,915,235,377,imgs-00238.jpg,2160,3840
crop,120,746,440,649,imgs-00238.jpg,2160,3840
crop,0,1667,382,683,imgs-00238.jpg,2160,3840
crop,1011,2239,745,1462,imgs-00238.jpg,2160,3840
grass,394,2655,602,660,imgs-00329.jpg,2160,3840
grass,219,2012,319,305,imgs-00329.jpg,2160,3840
grass,0,2342,288,494,imgs-00329.jpg,2160,3840
crop,702,1536,1458,2174,imgs-00329.jpg,2160,3840
crop,234,1128,727,821,imgs-00329.jpg,2160,3840
crop,1477,31,452,541,imgs-00329.jpg,2160,3840
crop,1044,513,300,219,imgs-00329.jpg,2160,3840
crop,276,397,203,214,imgs-00329.jpg,2160,3840
crop,0,413,240,197,imgs-00329.jpg,2160,3840
grass,220,3161,402,458,imgs-00330.jpg,2160,3840
grass,655,2782,435,543,imgs-00330.jpg,2160,3840
grass,16,2381,233,562,imgs-00330.jpg,2160,3840
grass,172,2020,373,306,imgs-00330.jpg,2160,3840
grass,809,1902,266,277,imgs-00330.jpg,2160,3840
grass,1669,3438,491,402,imgs-00330.jpg,2160,3840
crop,67,443,181,181,imgs-00330.jpg,2160,3840
crop,286,439,210,204,imgs-00330.jpg,2160,3840
crop,533,425,214,248,imgs-00330.jpg,2160,3840
crop,808,454,214,256,imgs-00330.jpg,2160,3840
crop,1062,491,312,248,imgs-00330.jpg,2160,3840
crop,1422,604,191,139,imgs-00330.jpg,2160,3840
crop,1589,31,571,855,imgs-00330.jpg,2160,3840
crop,643,1498,1517,1999,imgs-00330.jpg,2160,3840
crop,74,243,218,215,imgs-00381.jpg,2160,3840
crop,345,276,203,220,imgs-00381.jpg,2160,3840
crop,609,360,233,261,imgs-00381.jpg,2160,3840
crop,890,337,339,319,imgs-00381.jpg,2160,3840
grass,1254,2105,906,904,imgs-00381.jpg,2160,3840
grass,547,3035,1125,805,imgs-00381.jpg,2160,3840
grass,1293,8,861,932,imgs-00381.jpg,2160,3840
grass,1872,1677,288,403,imgs-00381.jpg,2160,3840
crop,224,1200,1139,1817,imgs-00381.jpg,2160,3840
crop,1427,943,562,1091,imgs-00381.jpg,2160,3840
grass,1360,2226,800,909,imgs-00382.jpg,2160,3840
grass,660,3199,961,641,imgs-00382.jpg,2160,3840
crop,247,1288,991,1836,imgs-00382.jpg,2160,3840
crop,1418,1008,594,1078,imgs-00382.jpg,2160,3840
crop,29,284,269,237,imgs-00382.jpg,2160,3840
crop,327,326,251,259,imgs-00382.jpg,2160,3840
crop,612,384,239,277,imgs-00382.jpg,2160,3840
crop,879,399,371,313,imgs-00382.jpg,2160,3840
crop,1253,4,907,983,imgs-00382.jpg,2160,3840
grass,1313,2232,847,932,imgs-00383.jpg,2160,3840
grass,84,3162,1509,678,imgs-00383.jpg,2160,3840
crop,1272,58,888,959,imgs-00383.jpg,2160,3840
crop,359,373,208,251,imgs-00383.jpg,2160,3840
crop,596,449,245,238,imgs-00383.jpg,2160,3840
crop,883,473,343,295,imgs-00383.jpg,2160,3840
grass,1931,1926,229,283,imgs-00383.jpg,2160,3840
grass,1150,2240,131,325,imgs-00383.jpg,2160,3840
grass,995,2778,286,314,imgs-00383.jpg,2160,3840
grass,1237,2243,923,897,imgs-00384.jpg,2160,3840
grass,561,3228,1031,583,imgs-00384.jpg,2160,3840
crop,1307,17,853,1026,imgs-00384.jpg,2160,3840
crop,194,1253,1189,1894,imgs-00384.jpg,2160,3840
crop,39,314,266,240,imgs-00384.jpg,2160,3840
crop,349,332,226,276,imgs-00384.jpg,2160,3840
crop,591,375,274,320,imgs-00384.jpg,2160,3840
crop,889,437,372,300,imgs-00384.jpg,2160,3840
grass,1371,2261,789,868,imgs-00385.jpg,2160,3840
grass,585,3123,967,717,imgs-00385.jpg,2160,3840
crop,1319,41,841,967,imgs-00385.jpg,2160,3840
crop,68,335,251,221,imgs-00385.jpg,2160,3840
crop,340,368,264,232,imgs-00385.jpg,2160,3840
crop,633,442,236,245,imgs-00385.jpg,2160,3840
crop,908,469,369,258,imgs-00385.jpg,2160,3840
grass,1214,2270,137,338,imgs-00385.jpg,2160,3840
grass,1102,2704,241,385,imgs-00385.jpg,2160,3840
grass,40,2257,211,320,imgs-00385.jpg,2160,3840
grass,282,1462,209,148,imgs-00385.jpg,2160,3840
crop,241,1311,1031,1882,imgs-00385.jpg,2160,3840
crop,1435,1020,583,1171,imgs-00385.jpg,2160,3840
grass,1272,2249,888,932,imgs-00386.jpg,2160,3840
grass,0,3385,1692,455,imgs-00386.jpg,2160,3840
crop,0,412,94,177,imgs-00386.jpg,2160,3840
crop,104,354,250,201,imgs-00386.jpg,2160,3840
crop,363,382,233,242,imgs-00386.jpg,2160,3840
crop,618,496,272,218,imgs-00386.jpg,2160,3840
crop,916,483,349,250,imgs-00386.jpg,2160,3840
crop,1245,0,915,1079,imgs-00386.jpg,2160,3840
grass,1961,1982,199,240,imgs-00386.jpg,2160,3840
grass,0,2334,249,276,imgs-00386.jpg,2160,3840
grass,303,1478,181,155,imgs-00386.jpg,2160,3840
grass,1043,2838,196,216,imgs-00386.jpg,2160,3840
crop,194,1309,1201,1869,imgs-00386.jpg,2160,3840
crop,1534,995,542,1156,imgs-00386.jpg,2160,3840
grass,1395,2238,765,1037,imgs-00387.jpg,2160,3840
grass,194,3292,1550,548,imgs-00387.jpg,2160,3840
grass,27,2328,212,264,imgs-00387.jpg,2160,3840
grass,1196,2253,175,382,imgs-00387.jpg,2160,3840
grass,1061,2810,323,281,imgs-00387.jpg,2160,3840
crop,0,412,100,198,imgs-00387.jpg,2160,3840
crop,122,371,256,204,imgs-00387.jpg,2160,3840
crop,399,363,204,262,imgs-00387.jpg,2160,3840
crop,933,492,348,268,imgs-00387.jpg,2160,3840
crop,1304,0,856,1139,imgs-00387.jpg,2160,3840
grass,1975,1897,185,342,imgs-00387.jpg,2160,3840
crop,232,1328,1290,1777,imgs-00387.jpg,2160,3840
grass,1313,2214,847,1165,imgs-00388.jpg,2160,3840
grass,247,3333,1591,507,imgs-00388.jpg,2160,3840
crop,1371,0,789,1066,imgs-00388.jpg,2160,3840
crop,194,1323,1066,2010,imgs-00388.jpg,2160,3840
crop,10,356,149,253,imgs-00388.jpg,2160,3840
crop,193,326,225,257,imgs-00388.jpg,2160,3840
crop,466,378,207,249,imgs-00388.jpg,2160,3840
crop,721,450,199,241,imgs-00388.jpg,2160,3840
crop,1000,474,332,271,imgs-00388.jpg,2160,3840
grass,1319,2348,841,1160,imgs-00389.jpg,2160,3840
grass,171,3438,1585,402,imgs-00389.jpg,2160,3840
